titulo,empresa,descripcion,fecha,tecnologias,link
Data Engineering Solutions Design,Axiom Software Solutions,"Job Title: Data Engineering Solutions Design  
Base Location: Munich, Germany (Fully Remote/Hybrid)  
Duration: B2b Contract/FTC/FTE  
Experience: 8-10 Years  
Language: ...SAPETL",,"SAP, ETL",https://www.tecnoempleo.com/data-engineering-solutions-design-axiom-software-s/sap-etl/rf-4503140732fdb38dd94f
Devops AWS,Page Personnel,"Perfil buscado (Hombre/Mujer)

• Gestionar y optimizar la infraestructura de AWS  
• Implementar y mantener las herramientas de CI/CD  
• Colaborar estrechamente con...AWSCI/CD",,"AWS, CI/CD",https://www.tecnoempleo.com/devops-aws-page-personnel/aws-ci-cd/rf-1aae1472a2ab63aea747
Dirección de Marketing,Michael Page,"Perfil buscado (Hombre/Mujer)

• Liderar y desarrollar el equipo de marketing.
• Diseñar e implementar estrategias de marketing efectivas para impulsar el crecimiento ...marketing",,marketing,https://www.tecnoempleo.com/direccion-marketing-michael-page/marketing/rf-141217fd22acc3f79144
Java Developer,Axiom Software Solutions,"Role : Java developer
Rate : 400-Inside IR35
Location : London hybrid 

Client is looking for Java 11+version with strong Oops concept, Spring, Microservices and AWS. 
...javaspring",,"java, spring",https://www.tecnoempleo.com/java-developer-axiom-software-solutions/java-spring/rf-6284105802aca3998f46
Network and Security Operations,Axiom Software Solutions,"Job Title: Network and Security Operations Engineer  
Contract duration: 6-12 months contract  
Portugal Location ONLY, We are open for remote working in Portugal, and ...cisco",,cisco,https://www.tecnoempleo.com/network-and-security-operations-axiom-software-sol/cisco/rf-eae41ced1226a3fdc148
SD Lead/Coordinator,Axiom Software Solutions,"Job Role: SD Lead/Coordinator - Lead to cash  
Location: Munich, Germany  
Working Type: Onsite working mode  
Work Position: Long-Term Rolling Contract (Possible Extension...SAPSAP SD",,"SAP, SAP SD",https://www.tecnoempleo.com/sd-lead-coordinator-axiom-software-solutions/sap-sap-sd/rf-3fc61add52c1e310a548
Functional/Business Analyst,Krell Consulting & Training,"Descripción  
📢 En Krell Consulting estamos en la búsqueda de un/a Functional / Business Analyst para un proyecto de largo recorrido en el sector seguros, con un cliente ...ScrumKanban",,"Scrum, Kanban",https://www.tecnoempleo.com/functional-business-analyst-krell-consulting-train/scrum-kanban/rf-5caa17e4b23b13bc1747
Software Engineer Java,Deloitte,"Te imaginas participando en la transformación de las principales organizaciones nacionales e internacionales? 

En Deloitte estamos comprometidos con generar un impacto en ...javaspringnode",,"java, spring, node",https://www.tecnoempleo.com/software-engineer-java-deloitte/java-spring-node-mysql/rf-c8c016c5729c734bec43
Front End Developer,Aristocrat,"We are looking for *Front End Developer* to join our cross-functional agile team. As a Front-End Developer, you will directly impact the next-generation of our product. You ...ReactangularGit",,"React, angular, Git",https://www.tecnoempleo.com/front-end-developer-aristocrat/react-angular-git-webpack-css3-html5/rf-2dcc18212297d3275944
Desarrolladores Tibco Provision,Krell Consulting & Training,"Descripción
Nos encontramos en la búsqueda de Desarrolladores Tibco Provisión para trabajar con importante cliente en contratación inicial con KRELL.

DESCRIPCION Y ...tibcoBusiness Works",,"tibco, Business Works",https://www.tecnoempleo.com/desarrolladores-tibco-provision-krell-consulting-t/tibco-business-works/rf-60d917329225632a0845
Full Stack Developer,Axiom Software Solutions,"Job Title: Fullstack Developer  
Job Type: Contract Role (6+ Months)  
Job Location: Budapest, Hungary  
2-3 Days Onsite during the Onboarding Week, and later 1 Day Onsite ...JavaSpringSQL",,"Java, Spring, SQL",https://www.tecnoempleo.com/full-stack-developer-axiom-software-solutions/java-spring-sql/rf-cac81ee7e2e193d3514a
QA Test Engineer in Spain,IT Jobs Worldwide,"QA Test Engineer for an award-winning company.  
Our client is an award-winning, cloud-based booking and property management platform. They help independent accommodation ...QASpecflowSelenium",,"QA, Specflow, Selenium",https://www.tecnoempleo.com/qa-test-engineer-in-spain-it-jobs-worldwide/qa-specflow-selenium/rf-c2e81bcb4276b386d744
Mid level Engineer,Axiom Software Solutions,"Job Description: 

Job Role – Mid level Engineer  
Location – London, UK  
Working Type – Onsite working mode (5 Days a week)  
Language Needed: Just professional ...Windows",,Windows,https://www.tecnoempleo.com/mid-level-engineer-axiom-software-solutions/windows/rf-aef01aca12668359014d
Jefe proyecto Ciberseguridad,CIVIR,"Para empresa de integración de tecnología, buscamos un jefe de proyectos del área de Ciberseguridad.  

Tareas:  
- Interlocución y asistencia a reuniones con ...Ciberseguridad",,Ciberseguridad,https://www.tecnoempleo.com/jefe-proyecto-ciberseguridad-civir/ciberseguridad/rf-579417ecf2b4a3f95942
"Senior Software Engineer, Android (Core platform t",Bitpanda,"Who we are  
We simplify wealth creation. Founded in 2014 in Vienna, Austria by Eric Demuth, Paul Klanschek, and Christian Trummer, we´re here to help people trust ...AndroidKotlin",,"Android, Kotlin",https://www.tecnoempleo.com/senior-software-engineer-android-core-platform-t-b/android-kotlin/rf-40791f65624963ffd04b
DevOps Support Engineer,Axiom Software Solutions,"Job Title: DevOps Support Engineer-File Transfer  
Location: Amsterdam, NL  
Duration: 6-12 month contract  
Working Mode: Hybrid  
Experience: 4- 7 Years  
   
Please ...AnsibleGrafanaPython",,"Ansible, Grafana, Python",https://www.tecnoempleo.com/devops-support-engineer-axiom-software-solutions/ansible-grafana-python-sh/rf-d64c1dc1926ea3778a4f
IT Project Manager,CIVIR,"Para proyecto tecnológico en importante entidad bancaria, buscamos incorporar un/a Project Manager.

Tareas  
La persona seleccionada entrará a formar parte del equipo de...Project Manager",,Project Manager,https://www.tecnoempleo.com/it-project-manager-civir/project-manager/rf-00de15a2b27a63de0f4b
Database Administrator SRE,Axiom Software Solutions,"Job Title: DBA SRE
Hiring Location: UK
Duration: 6-months Contract Inside IR35
Working Mode: Fully Remote

As part of the Cloud Team the Database Administrator primary ...DBAdatabase",,"DBA, database",https://www.tecnoempleo.com/database-administrator-sre-axiom-software-solution/dba-database/rf-631f1b8bc27f83508146
"Solution Application, Infrastructure",Santander,"I_Solution Application, Infrastructure & Data Architecture Specialist

Country: Spain

iHola! Has llegado al sitio donde se desarrolla la tecnología que mejora la vida de...azureAWSAnsible",,"azure, AWS, Ansible",https://www.tecnoempleo.com/solution-application-infrastructure-santander/azure-aws-ansible-terraform/rf-ef671cca22aac397ab49
ETL Developer,Axiom Software Solutions,"Job Description:
Job Title: ETL Developer (5+ Min Years )
Job Location: Remote
Job Type: B2B rolling Contract

Job Purpose:
•	To design, develop and deliver ETL and ...ETLSnowflakePentaho",,"ETL, Snowflake, Pentaho",https://www.tecnoempleo.com/etl-developer-axiom-software-solutions/etl-snowflake-pentaho-sql/rf-2bf013e582a603d58942
Desarrollador Salesforce,Krell Consulting & Training,"Descripción  
Oferta de Empleo: Desarrollador Salesforce  

Ubicación: Remoto 100%  
Salario: en función a tu expectativa salarial  

Descripción del Puesto:  
Estamos ...salesforceAPEXAura",,"salesforce, APEX, Aura",https://www.tecnoempleo.com/desarrollador-salesforce-krell-consulting-training/salesforce-apex-aura/rf-32bf151d225343020b4a
IT Architect,Axiom Software Solutions,"Job Title: IT Architect  
Location: Utrecht, Netherlands  
Hybrid: 2 days onsite/week  
Fluent Dutch Speaker

Job Description:  
This is what you will do as an IT ...JavaC#NET",,"Java, C#, NET",https://www.tecnoempleo.com/it-architect-axiom-software-solutions/java-c-net-python-r/rf-efdc1b7352f0031a684e
Consultor/a Junior SAP FICO,Krell Consulting & Training,"Descripción  
🚀 ¡Estamos buscando un/a Consultor/a Junior SAP FICO para unirte a nuestro equipo en Madrid!  
¿Tienes entre 1 y 2 años de experiencia en SAP FICO y un ...sap",,sap,https://www.tecnoempleo.com/consultor-junior-sap-fico-krell-consulting-trainin/sap/rf-a65111d172bac3349b41
Scrum Master,Axiom Software Solutions,"We are looking for an experienced Scrum Master to join one of our teams (GIP). 

The team consists of developers, a solution architect, business analysts, and an agile ...scrumagile",,"scrum, agile",https://www.tecnoempleo.com/scrum-master-axiom-software-solutions/scrum-agile/rf-84f31e62e20f53125e45
Appian Architect,Deloitte,"Te imaginas participando en la transformación de las principales organizaciones nacionales e internacionales? 

En Deloitte estamos comprometidos con generar un impacto en ...AppianSQL",,"Appian, SQL",https://www.tecnoempleo.com/appian-architect-deloitte/appian-sql/rf-011c101162a65395db47
Consultor SAP FI,Grupo Digital,"En Grupo Digital queremos incorporar un/a Consultor SAP FI para uno de nuestros grandes clientes.

Ubicación: A Coruña.

Modalidad: Híbrida.

Salario a negociar en función...SAPBCMTRM",,"SAP, BCM, TRM",https://www.tecnoempleo.com/consultor-sap-fi-grupo-digital/sap-bcm-trm/rf-3d2711cca2fb93245c43
Onsite Search Expert,Axiom Software Solutions,"ONSITE SEARCH EXPERT  
Location - Barcelona Sant Cugat – Spain  
Hybrid work – 2 days in a week onsite.  
Years of experience needed – 10+ Year  

Technical Skills...SQLHTML",,"SQL, HTML",https://www.tecnoempleo.com/onsite-search-expert-axiom-software-solutions/sql-html/rf-8e651c60728113c28b4e
Team Lead Software,HAYS,"Desde HAYS estamos colaborando con una empresa tecnológica ubicada en Donosti. Estamos buscamos incorporar un/a Team Lead del equipo de SW.

Buscamos una persona con ...C++",,C++,https://www.tecnoempleo.com/team-lead-software-hays/c/rf-4c7c107d725a6397f844
Delivery Manager,Michael Page,"Perfil buscado (Hombre/Mujer)

* Gestionar y priorizar las solicitudes de evolución de las aplicaciones.

* Colaborar con los departamentos de negocio para administrar la...delivery management",,delivery management,https://www.tecnoempleo.com/delivery-manager-michael-page/delivery-management/rf-bdae164ab2e673395c4c
Delivery Lead,Axiom Software Solutions,"Job Role: Delivery Lead  
Duration: 6+ Months contract Inside IR35  
Location: London, UK  
Working Mode: Onsite  

Job Description:  
Lead Delivery champions  
• ...windowsActive Directory",,"windows, Active Directory",https://www.tecnoempleo.com/delivery-lead-axiom-software-solutions/windows-active-directory/rf-dc971f8732b883099f4c
IT Project Manager,Michael Page,"Perfil buscado (Hombre/Mujer)

Reportando al Director de TI, entre tus funciones caben destacar:

- Gestión de proyectos IT y de transformación digital.
- Interlocució...Project Manager",,Project Manager,https://www.tecnoempleo.com/it-project-manager-michael-page/project-manager/rf-8ae31b9192a8c394134e
Programador/a CELLS BBVA,Krell Consulting & Training,"Descripción
Programmador | CELLS BBVAEmpresa: Krell-consulting
Experiencia requerida: 1 año
Ubicación: Remoto / Oficina en Madrid

En Krell-consulting, somos líderes ...CELLSjavac#",,"CELLS, java, c#",https://www.tecnoempleo.com/programador-cells-bbva-madrid/cells-java-c-python-sql-nosql-git-agile/rf-0a1a1c91d24533799c46
Front End Angular Programmer,Plexus,"Join Plexus Tech. We´re looking for Front End Angular Developers to join the team and be part of our cutting-edge projects.

Requirements:

- At least 4 years´ ...angularTypescriptHTML",,"angular, Typescript, HTML",https://www.tecnoempleo.com/front-end-angular-programmer-plexus/angular-typescript-html-javascript-jqu/rf-49d711db423a43d41449
"Desarrollador/a IVR, Bot y Chatbot",Santander,"Desarrollador/a IVR, Bot y Chatbot - Assisted Channels (ODS)  
 
Country: Spain  
 
Open Digital Services es una empresa tecnológica con una cultura única, dedicada a ...Genesyschatbot",,"Genesys, chatbot",https://www.tecnoempleo.com/desarrollador-ivr-bot-chatbot-santander/genesys-chatbot/rf-50d3136212ca3337bc4a
Technical Project Manager,Axiom Software Solutions,"Position: Technical Project Manager  
Location: Brentwood, UK (Hybrid 3 days onsite a week)  
Duration: Long Term B2B Contract  

Job Description:  
Keywords: C/C++, ...CC++linux",,"C, C++, linux",https://www.tecnoempleo.com/technical-project-manager-axiom-software-solutions/c-c-linux/rf-e85418f29221f31de64b
Business System Analyst,Axiom Software Solutions,"• Producing necessary documentation as required in line with customer’s standards.  
• Working with the team to break requirements into appropriately sized user stories...SQLPL/SQL",,"SQL, PL/SQL",https://www.tecnoempleo.com/business-system-analyst-axiom-software-solutions/sql-pl-sql/rf-e8bb103a1236f3ad6142
Director técnico,HAYS,Desde Hays Engineering estamos en la búsqueda de una Dirección técnica altamente cualificada para liderar el equipo de ingeniería y desarrollo en una empresa pyme de ...ingenieria,,ingenieria,https://www.tecnoempleo.com/director-tecnico-hays/ingenieria/rf-5de017596216f3881341
Senior Architect,Axiom Software Solutions,"We are seeking a Senior Architect with deep expertise in infrastructure technologies, DevOps practices, and platforms such as TAS, TKGI, and Rancher. In this role, you will be...JenkinsGitLab",,"Jenkins, GitLab",https://www.tecnoempleo.com/senior-architect-axiom-software-solutions/jenkins-gitlab/rf-412712a0b23fe3904a4b
Senior Appian Developer,Axiom Software Solutions,"WHAT YOU WILL BE DOING

As an Appian Developer, you will develop the existing Case Management application in the Appian framework, integrating it with the other parts of the...AppianBMP",,"Appian, BMP",https://www.tecnoempleo.com/senior-appian-developer-axiom-software-solutions/appian-bmp/rf-5db113be423b93ccaa4d
Test Engineer,Axiom Software Solutions,"• Job Role: Test Engineer  
• Location: London, UK  
• Job Type: B2B – 6+ Months Contract with Inside IR35  
• Work Mode: Hybrid (2-3 days onsite in a week)  

...AWSKubernetesDocker",,"AWS, Kubernetes, Docker",https://www.tecnoempleo.com/test-engineer-axiom-software-solutions/aws-kubernetes-docker-rest-assured-/rf-f16d1e73c27a83bd5149
IMS System Programmer,Axiom Software Solutions,"Job Title: IMS System Programmer  
Location: Knutsford, UK  
Duration: 6 months contract with Inside IR35  
Working Mode: Onsite  
  
Required Qualifications:  
  
- ...DB2IMSz/OS",,"DB2, IMS, z/OS",https://www.tecnoempleo.com/ims-system-programmer-axiom-software-solutions/db2-ims-z-os/rf-a90512cb6206b32a5849
Cryptography Developer,Axiom Software Solutions,"As a Crypto Engineer with strong consultancy skills and competences, you are part of a Scrum Team (SAFe) managing and operating our IAM Crypto landscape. The Crypto ...OpenSSLTLSRSA",,"OpenSSL, TLS, RSA",https://www.tecnoempleo.com/cryptography-developer-axiom-software-solutions/openssl-tls-rsa/rf-958410a262347364374c
Desarrolladores en Webmethods,Krell Consulting & Training,"Descripción
En Krell Consulting, nos encontramos en la búsqueda de Desarrolladores en Webmethods, para unirse a nuestro equipo, para importante proyecto de nuevo comienzo a ...webmethods",,webmethods,https://www.tecnoempleo.com/desarrolladores-en-webmethods-krell-consulting-tra/webmethods/rf-36531319f20303fb7f4e
