titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
Ingeniero Devops,DevOps,"Jekis,GiLab,Asible",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-devops-sg-tech/jenkins-gitlab-ansible/rf-6ee4127022db33d3d045
COPILOT Studio Developer,Inteligencia Artificial/Machine Learning,"Pyho,C#,COPILOT",Jornada completa,False,https://www.tecnoempleo.com/copilot-studio-developer-axiom-software-solutions/python-c-copilot/rf-72101bdc620943563646
Front End Developer,Programador,"Agula,Reac,JSES6",Jornada completa,False,https://www.tecnoempleo.com/front-end-developer-aristocrat/angular-react-js-es6-git/rf-e9ca1982d2a9534f384b
Responsable de Desarrollo,Programador,"e,C#,PoweApps",Jornada completa,False,https://www.tecnoempleo.com/responsable-desarrollo-michael-page/net-c-power-apps/rf-07ab1aa7a2bda361004f
Data Engineer,Big Data,"Pyho,SQL",Jornada completa,True,https://www.tecnoempleo.com/data-engineer-plexus/python-sql/rf-14ec1149026563dd9c4d
Ingeniero/a de Procesos,Ingenieros/Industria,Igeieia,Jornada completa,False,https://www.tecnoempleo.com/ingeniero-procesos-michael-page/ingenieria/rf-1eac1bad628fd38f1f47
Data Achitecture Specialist,Base de Datos/DBA,Oacle,Jornada completa,True,https://www.tecnoempleo.com/data-achitecture-specialist-accenture/oracle/rf-a6361c72f2fdc383944d
Programador Business Central,Programador,BusiessCeal,Jornada completa,False,https://www.tecnoempleo.com/programador-business-central-michael-page/business-central/rf-14d11886522d43eae544
Ingeniero/a de Diseno,Ingenieros/Industria,"Auodesk,CAD",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-diseno-pontevedra/autodesk-cad/rf-250a1444120873ffbc44
Ingeniero/a Componentes IT,Programador,"java,agula,spig",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-componentes-it-aegon-nv/java-angular-spring/rf-256c11fa1201c3a97246
Production ERP Consultant,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/production-erp-consultant-axiom-software-solutions/sap/rf-06ed15b46275232f6c46
Data and AI Regulatory Intelligence,Consultor,daa,Jornada completa,False,https://www.tecnoempleo.com/data-and-ai-regulatory-intelligence-axiom-software/data/rf-134e1209222c23c1cd46
Senior iOS Engineer,Desarrollador MA3vil,"Swif,iOS",Jornada completa,False,https://www.tecnoempleo.com/senior-ios-engineer-welltech/swift-ios/rf-7568138f7251933b264d
Ingeniero/a de Vigilancia Espacial,Ingenieros/Industria,"pyho,C,java",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-vigilancia-espacial-gmv/python-c-java/rf-6f1917d00268d328ae4a
ACPM - Data Analyst,Analista,"Pyho,Pyspak,Qliksese",Jornada completa,False,https://www.tecnoempleo.com/acpm-data-analyst-axiom-software-solutions/python-pyspark-qliksense-powerb/rf-9b3e1cb622cb43687846
IT Solution Architect (m/f/d),Arquitecto TIC,"Pyho,PySpak",Jornada completa,False,https://www.tecnoempleo.com/it-solution-architect-m-f-d-basf/python-pyspark/rf-25a51468d21d73778c42
Analista de datos,Analista,"PoweBI,Pyho",Jornada completa,False,https://www.tecnoempleo.com/analista-datos-aegon-nv/power-bi-python/rf-dd581d7192bf1392f743
Administrador/a de Infraestructuras IT,Administrador,"WidowsSeve,MicosofExchage,VMwae",Jornada completa,False,https://www.tecnoempleo.com/administrador-infraestructuras-it-page-personnel/windows-server-microsoft-/rf-a10c1a4b62b2d3bdcf4f
Principal Software Developer,Programador,"Java,C#,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/principal-software-developer-oracle/java-c-javascript-c-oracle-apex/rf-af2a1040720a43062d48
Cybersecurity and IT Auditor,Auditor,"CISA,CISSP",Jornada completa,False,https://www.tecnoempleo.com/cybersecurity-and-it-auditor-axiom-software-soluti/cisa-cissp/rf-80af1873425143618649
Ingeniero/a desarrollador/a de C#,Programador,"C#,C",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-desarrollador-c-page-personnel/c-c/rf-a7a317ccd28893a6ac44
Data Engineer (m/f/d),Big Data,"ETL,Java,Scala",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-m-f-d-basf/etl-java-scala-python-sql/rf-f5031b094297c384c842
DevOps Engineer,DevOps,"CI/CD,AWS,Azure",Jornada completa,False,https://www.tecnoempleo.com/devops-engineer-axiom-software-solutions/ci-cd-aws-azure/rf-29f7116df2bd0343cb44
DBA Support (Oracle/SQL),Base de Datos/DBA,"oacle,SQL",Jornada completa,False,https://www.tecnoempleo.com/dba-support-oracle-sql-accenture/oracle-sql/rf-49f719f1b28073c8524b
Tester Data Engineer DevOps,DevOps,"Pyho,SQL,Agula",Jornada completa,False,https://www.tecnoempleo.com/tester-data-engineer-devops-gmv/python-sql-angular/rf-13641d8e321503e50745
Software Development Engineer,Programador,"Java,TypeScip,eac",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/java-typescript-react/rf-c3a81af57206c32f3743
Web Principle Engineer,Programador,"agula,Reac,HTML",Jornada completa,False,https://www.tecnoempleo.com/web-principle-engineer-axiom-software-solutions/angular-react-html-javascr/rf-366f1ca2c291a39b1942
Javascript Developer,Programador,"Javascip,eac,Vue",Jornada completa,True,https://www.tecnoempleo.com/javascript-developer-plexus/javascript-react-vue/rf-5878150aa28db331224c
Consultor Senior SAP MM,Consultor,"sap,sapmm",Jornada completa,False,https://www.tecnoempleo.com/consultor-senior-sap-mm-krell-consulting-training/sap-sap-mm/rf-af63180a32cb13845940
Programador Cells,Programador,cells,Jornada completa,True,https://www.tecnoempleo.com/programador-cells-krell-consulting-training/cells/rf-f0cc156ac2f8c39ef64f
Tech Lead JAVA,Jefe de Equipo,"java,spig",Jornada completa,False,https://www.tecnoempleo.com/tech-lead-java-michael-page/java-spring/rf-d6b019ed32d863a3b94c
Data Engineer,Big Data,"Pyho,SQLApacheAiflow,JupyeNoebooks",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-hays/python-sql-apache-airflow-jupyter-notebooks/rf-45111722b2ff833c9b47
Angular Developer,Programador,"agula,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/angular-developer-axiom-software-solutions/angular-typescript/rf-748319a7b2b9c35e134e
Senior DevOps Engineer SCM,DevOps,"SAP,GiLab,Teafom",Jornada completa,False,https://www.tecnoempleo.com/senior-devops-engineer-scm-axiom-software-solution/sap-gitlab-terraform-an/rf-02b61b83725a53683d47
NetOps Security Engineer,DevOps,"Foie,Cisco,Aisa",Jornada completa,True,https://www.tecnoempleo.com/netops-security-engineer-axiom-software-solutions/fortinet-cisco-arista-ju/rf-bb2a19b112db23e77b42
Scrum Master,Tecnico de Gestion,"scum,agile",Jornada completa,False,https://www.tecnoempleo.com/scrum-master-pss/scrum-agile/rf-e0aa145c32e4737f0a47
Cloud - Remoto,Consultor,"aws,azue,Linux",Jornada completa,False,https://www.tecnoempleo.com/cloud-remoto-trs-staffing-solutions/aws-azure-linux/rf-35d31a07c23d038e484f
Desarrollador Unix Linux C/C++ Python,Analista Programador,"pyho,c,c",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-unix-linux-c-c-python-krell-consulti/python-c-c-linux-unix/rf-bc391efc6285b31e244b
Consultor/a SAP HCM,Consultor,"saphcm,sapPY,SAPFICO",Jornada completa,True,https://www.tecnoempleo.com/consultor-sap-hcm-baoss/sap-hcm-sap-py-sap-fico/rf-5623123f22bda300ab4f
Consultor/a SAP,Consultor,"sap,saphcm,sappy",Jornada completa,True,https://www.tecnoempleo.com/consultor-sap-pss/sap-sap-hcm-sap-py/rf-db2f1cdf82c16350b84c
Tecnico/a de Networking LAN (Remoto),Redes,"ewokig,la",Jornada completa,True,https://www.tecnoempleo.com/tecnico-networking-lan-remoto-remoto/networking-lan/rf-e67b12dfb2a67324af47
Jefe de Proyecto - Seguros,Jefe de Proyecto,"pyho,aws,scum",Jornada completa,True,https://www.tecnoempleo.com/jefe-proyecto-seguros-panel-sistemas-informaticos/python-aws-scrum-cloud-s/rf-04c61e3892aef3c60042
Administrador DB2,Administrador,"DB2,COBOL",Jornada completa,False,https://www.tecnoempleo.com/administrador-db2-second-window/db2-cobol/rf-d858175e42a743a8694d
Cyber Security Analyst,Ciberseguridad,"fiewall,siem",Jornada completa,False,https://www.tecnoempleo.com/cyber-security-analyst-axiom-software-solutions/firewall-siem/rf-947c138292aa03cc4e40
Tester automatizacion MOBILE APPIUM,Analista,"APPIUM,MOBILE,IOS",Jornada completa,True,https://www.tecnoempleo.com/tester-automatizacion-mobile-appium-krell-consulti/appium-mobile-ios-andro/rf-65f61e77329233f2c14e
Tecnico de soporte VIP,Soporte Tecnico,"Widows,Edia,Liux",Jornada completa,False,https://www.tecnoempleo.com/tecnico-soporte-vip-pss/windows-editran-linux-remedy-active-directory/rf-94f11de992916393954f
Desarrollador/a MicroStrategy,Programador,"Micosaegy,BI,Taled",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-microstrategy-pss/microstrategy-bi-talend/rf-35c91eff629c83cf9d4a
FX Business analyst,Analista,"pyho,Linux,aws",Jornada completa,True,https://www.tecnoempleo.com/fx-business-analyst-axiom-software-solutions/python-linux-aws-agile-data-e/rf-df641a19b2dcf3471f47
QA Automatization Developer,Analista Programador,"java,pyho,sql",Jornada completa,False,https://www.tecnoempleo.com/qa-automatization-developer-axiom-software-solutio/java-python-sql-api-jir/rf-da2f19e0e24a638c744a
Client Contribution Analyst,Analista,excel,Jornada completa,True,https://www.tecnoempleo.com/client-contribution-analyst-axiom-software-solutio/excel/rf-31391310f29503f9fa49
Senior Backend Software Engineer,Ciberseguridad,"java,pyho,spig",Jornada completa,False,https://www.tecnoempleo.com/senior-backend-software-engineer-axiom-software-so/java-python-spring-api-/rf-ed4e164f82c833496940
Software Engineer,Programador,"Javascip,HTML,CSS",Jornada completa,True,https://www.tecnoempleo.com/software-engineer-axiom-software-solutions/javascript-html-css-node/rf-f5ad1b95824113082944
"Administrador de sistemas Linux,HW,Coms",Administrador,"Liux,Poxmox,Posfix",Jornada completa,False,https://www.tecnoempleo.com/administrador-sistemas-linux-hw-coms-iberlayer/linux-proxmox-postfix-apach/rf-33e51992f288b3b23c4c
Solution Architect - Arquitecto de soluciones,Arquitecto TIC,"VPN,cisco",Jornada completa,False,https://www.tecnoempleo.com/solution-architect-arquitecto-soluciones-madrid/vpn-cisco/rf-a7fa105612a1c3fe7b41
Ingeniero/a Senior ATM,Tester,"Vsphee,Docker,Kubernetes",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-senior-atm-gmv/vsphere-docker-kubernetes-doors-python/rf-d32c11bb52d9a30e0c47
Perfiles APPIAN,Analista Programador,"appia,java,javascip",Jornada completa,True,https://www.tecnoempleo.com/perfiles-appian-krell-consulting-training/appian-java-javascript-sql/rf-4ee51c8c828d23a77e4c
BackEnd Developer,Programador,"Spak,Scala,PL/SQL",Jornada completa,False,https://www.tecnoempleo.com/backend-developer-talan/spark-scala-pl-sql/rf-0ff91ffcd21313500f44
Ingeniero/a de software,Programador,"C,c",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-software-gmv/c-c/rf-317314f82299930a0e48
Application Support Engineer,Soporte Tecnico,SQL,Jornada completa,False,https://www.tecnoempleo.com/application-support-engineer-epam/sql/rf-ab111942e2d993254c46
Video Streaming Software Engineer,Soporte Tecnico,seamig,Jornada completa,False,https://www.tecnoempleo.com/video-streaming-software-engineer-madrid/streaming/rf-d9bc1a90e2b343be6e44
IT Business Analyst,Analista,"agile,JIRA,Cofluece",Jornada completa,False,https://www.tecnoempleo.com/it-business-analyst-santander/agile-jira-confluence/rf-8def14df82703326cf44
Software Engineer,Programador,Pyho,Jornada completa,False,https://www.tecnoempleo.com/software-engineer-ebury/python/rf-d2e51567a2c5937a1544
Medium Product Owner,Responsable de Producto,"Scum,Kaba",Jornada completa,False,https://www.tecnoempleo.com/medium-product-owner-axiom-software-solutions/scrum-kanban/rf-21a7149c527353e3c545
.NET Fullstack developer,Programador,".e,hml,css",Jornada completa,False,https://www.tecnoempleo.com/net-fullstack-developer-krell-consulting-training/net-html-css-javascript/rf-252b1cb2c2fef33f9d41
DB Developer,Base de Datos/DBA,"MSSQL,TSQL,Gi",Jornada completa,False,https://www.tecnoempleo.com/db-developer-aristocrat/mssql-t-sql-git/rf-612f163f5219f365664f
Desarrollador Senior PHP,Programador,PHP,Jornada completa,False,https://www.tecnoempleo.com/desarrollador-senior-php-randstad-es/php/rf-394e1722b2de13dc2c4f
Ingeniero Preventa (Ciberseguridad),Comercial,"VMWae,vSphee,WidowsSeve",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-preventa-ciberseguridad-madrid/vmware-vsphere-windows-server/rf-8cf010ab12ec7325d648
Software Engineering Analyst,Analista Programador,"Java,Spig,Opeshif",Jornada completa,False,https://www.tecnoempleo.com/software-engineering-analyst-santander/java-spring-openshift/rf-d57b1a83325183ffa84f
Strategy Manager,Marketing,Makeig,Jornada completa,False,https://www.tecnoempleo.com/strategy-manager-madrid/marketing/rf-ea0910dca27b33cef746
Desarrollador/a frontend,Programador,"Javascip,HTML,CSS",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-frontend-sopra-steria/javascript-html-css/rf-eb1b136982ec43d86b40
Data Analyst - German Speaker,Analista,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-analyst-german-speaker-criteo/python-sql/rf-bb59192302619313d543
"Data Analyst, Performance Media",Analista,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-analyst-performance-media-criteo/python-sql/rf-7c0a1038f2fb53e3624f
Frontend developer,Programador,"JavaScip,REST,JSON",Jornada completa,False,https://www.tecnoempleo.com/frontend-developer-page-personnel/javascript-rest-json-xml/rf-7d261e969293e311d041
Game Producer,Jefe de Proyecto,"jia,Cofluece",Jornada completa,False,https://www.tecnoempleo.com/game-producer-aristocrat/jira-confluence/rf-d4d7104d027dc3372643
Ingeniero senior,Ingenieros/Industria,"AuoCAD,Pla3D",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-senior-barcelona/autocad-plant-3d/rf-563f1332428233ab4a46
AI Data Scientists,Big Data,"IeligeciaAificial,MachieLeaig",Jornada completa,False,https://www.tecnoempleo.com/ai-data-scientists-sg-tech/inteligencia-artificial-machine-learning/rf-995a1c9972c4d37c884f
Energy Laboratory Test,Tester,"LabVIEW,jia",Jornada completa,False,https://www.tecnoempleo.com/energy-laboratory-test-airbus/labview-jira/rf-47c9197aa226c372ce4b
AWS Infrastructure Engineer,Técnico de Sistemas,AWS,Jornada completa,False,https://www.tecnoempleo.com/aws-infrastructure-engineer-axiom-software-solutio/aws/rf-6dad1da2720a3343624f
.Net Developer,Programador,"NET,MSSQLSeve,MogoDB",Jornada completa,False,https://www.tecnoempleo.com/net-developer-aristocrat/net-ms-sql-server-mongodb-redis-dapper-orm-net-co/rf-706510d6b26b13e9ad41
Product Manager (PM) / Product Owner,Jefe de Proyecto,"Jia,Cofluece,GoogleAalyics",Jornada completa,False,https://www.tecnoempleo.com/product-manager-pm-product-owner-axiom-software-so/jira-confluence-google-/rf-5526181e72be938f684b
Tecnico Comercial (Proyectos GIS/BIM),Comercial,"GIS,BIM,CAD",Jornada completa,False,https://www.tecnoempleo.com/tecnico-comercial-proyectos-gis-bim-page-personnel/gis-bim-cad/rf-86d21d9a02305322bf4d
QA tester,Tester,"QA,SAP",Jornada completa,False,https://www.tecnoempleo.com/qa-tester-krell-consulting-training/qa-sap/rf-48471b40f213b3a26249
Administrador/a Sistemas y Seguridad,Ciberseguridad,"WidowsSeve,Liux,HypeV",Jornada completa,False,https://www.tecnoempleo.com/administrador-sistemas-seguridad-michael-page/windows-server-linux-hyper-v/rf-c9281d60a2c323008c48
Technical Support Specialist,Soporte Tecnico,micoifomaica,Jornada completa,False,https://www.tecnoempleo.com/technical-support-specialist-plexus/microinformatica/rf-d9491446f2bbd344b746
Senior Data Platform Engineer,Big Data,"ETL,Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/etl-python-sql/rf-d77c14e0d21e93d2a14c
QA Tester de Automatizacion,Tester,"cypess,javascip,odejs",Jornada completa,True,https://www.tecnoempleo.com/qa-tester-automatizacion-krell-consulting-training/cypress-javascript-node/rf-c79113810203f366bc4d
Tecnico/a de Diseno industrial,Ingenieros/Industria,"Auocad,Solidwoks",Jornada completa,False,https://www.tecnoempleo.com/tecnico-diseno-industrial-pontevedra/autocad-solidworks/rf-fabf102352c0c3dd9e4b
Director/a Tecnico/a,Ingenieros/Industria,"Auocad,Skechup",Jornada completa,False,https://www.tecnoempleo.com/director-tecnico-a-michael-page/autocad-sketchup/rf-0c6d1e6372c00300964e
Senior Python Developer,Programador,"Pyho,PySpak,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-python-developer-talan/python-pyspark-sql/rf-9ac0186a92dbb3705447
QA Engineer,Tester,"Seleium,Pyho",Jornada completa,False,https://www.tecnoempleo.com/qa-engineer-michael-page/selenium-python/rf-63f91168d2c893b81746
Senior Security Analyst,Ciberseguridad,"SOC,GRC,NIST",Jornada completa,True,https://www.tecnoempleo.com/senior-security-analyst-babel-profiles/soc-grc-nist/rf-01b81fb752f0b39dd54c
Senior React Developers,Programador,"eac,JavaScip,HTML",Jornada completa,True,https://www.tecnoempleo.com/senior-react-developers-plexus/react-javascript-html/rf-740a1194c2b8a39bd443
Business Analyst API,Analista,"Opeapi,Swagge",Jornada completa,True,https://www.tecnoempleo.com/business-analyst-api-axiom-software-solutions/openapi-swagger/rf-e5261be442c17390d34f
Ingeniero/a de SW seguridad,DevOps,"Docker,Kubernetes,Pulumi",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-sw-seguridad-gmv/docker-kubernetes-pulumi-terraform/rf-197d105202e503998b4a
Software Engineer - Fintech,Programador,Pyho,Jornada completa,False,https://www.tecnoempleo.com/software-engineer-fintech-ebury/python/rf-93081cb2b24e53e3974a
Senior Full Stack Developer,Programador,"Java,Agula,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/senior-full-stack-developer-talan/java-angular-typescript/rf-2ff61511026de3790d47
Gestor/a Mantenimiento,Ingenieros/Industria,"GMAO,Peso,Revi",Jornada completa,False,https://www.tecnoempleo.com/gestor-mantenimiento-gmv/gmao-presto-revit/rf-b9121b6c82b473a9fa40
"Manager, Software Engineering",Jefe de Equipo,jefeequipo,Jornada completa,True,https://www.tecnoempleo.com/manager-software-engineering-affirm/jefe-equipo/rf-df10164bd294b3c69c41
